id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,female,male,wep,activity_category
10067,female,28,170,70,30,117,40.9,True,False,180,7
10068,male,32,174,70,3,92,38.7,False,True,15,5
10069,female,50,174,70,24,101,40.5,True,False,120,7
10070,male,48,179,77,12,100,40.0,False,True,60,7
10071,female,76,172,68,12,96,40.2,True,False,60,5
10072,male,39,191,88,17,103,40.3,False,True,85,7
10073,female,21,155,58,25,105,40.7,True,False,125,7
10074,female,44,164,61,8,89,39.4,True,False,32,5
10075,female,39,182,72,17,99,39.9,True,False,85,5
10076,female,37,164,60,18,96,40.3,True,False,90,5
10077,female,49,174,69,22,103,40.5,True,False,110,7
10078,female,24,160,60,17,102,40.6,True,False,85,7
10079,male,48,176,79,24,100,40.4,False,True,120,7
10080,male,56,192,91,24,101,40.8,False,True,120,7
10081,female,29,164,60,23,101,40.9,True,False,115,7
10082,female,61,157,62,5,83,38.8,True,False,20,5
10083,female,32,160,54,2,87,38.3,True,False,8,5
10084,male,26,191,96,8,92,39.7,False,True,40,5
10085,male,23,195,91,5,94,39.3,False,True,25,5
10086,male,43,187,90,9,90,39.5,False,True,45,5
10087,female,73,171,72,24,108,40.7,True,False,120,7
10088,male,22,185,80,28,99,41.2,False,True,140,5
10089,male,21,219,126,15,97,40.4,False,True,75,5
10090,male,40,176,77,28,107,40.9,False,True,140,7
10091,female,55,147,48,2,90,38.0,True,False,10,5
10092,female,28,166,58,10,93,39.5,True,False,50,5
10093,male,28,190,94,5,93,39.1,False,True,25,5
10094,male,49,184,91,14,96,40.1,False,True,70,5
10095,female,35,168,67,17,101,40.1,True,False,85,7
10096,female,32,150,55,7,80,39.4,True,False,28,5
10097,male,25,178,81,23,106,40.6,False,True,115,7
10098,female,41,170,65,21,96,40.5,True,False,105,5
10099,female,22,155,51,1,83,37.5,True,False,4,5
10100,male,27,191,85,1,76,37.8,False,True,4,0
10101,female,21,181,73,20,100,40.4,True,False,100,7
10102,male,63,167,67,24,100,40.7,False,True,120,7
10103,male,28,197,98,13,94,40.6,False,True,65,5
10104,male,59,179,84,29,116,40.7,False,True,174,7
10105,male,29,173,73,18,104,40.8,False,True,90,7
10106,female,44,169,68,10,83,39.8,True,False,40,5
10107,male,77,176,79,2,85,38.5,False,True,8,5
10108,female,52,182,77,4,86,38.8,True,False,16,5
10109,male,76,174,74,6,79,39.2,False,True,24,0
10110,male,26,182,79,4,83,38.8,False,True,16,5
10111,male,24,189,85,12,92,40.1,False,True,60,5
10112,female,31,153,60,12,93,40.0,True,False,60,5
10113,male,36,173,72,23,111,40.8,False,True,138,7
10114,female,31,168,64,24,105,40.7,True,False,120,7
10115,female,30,153,56,14,93,40.0,True,False,70,5
10116,male,23,174,70,25,102,40.9,False,True,125,7
10117,female,45,154,60,10,92,39.7,True,False,50,5
10118,male,22,183,91,29,114,41.0,False,True,174,7
10119,male,76,176,81,24,94,40.7,False,True,120,5
10120,male,40,185,87,25,102,40.7,False,True,125,7
10121,male,33,197,93,9,85,39.6,False,True,36,5
10122,female,26,153,54,7,94,39.4,True,False,35,5
10123,male,37,182,80,6,88,39.1,False,True,24,5
10124,male,48,183,91,24,102,40.4,False,True,120,7
10125,female,24,179,68,16,101,40.1,True,False,80,7
10126,male,40,192,98,24,99,40.4,False,True,120,5
10127,female,25,157,56,24,104,40.4,True,False,120,7
10128,male,68,185,85,26,102,40.5,False,True,130,7
10129,female,30,161,61,30,106,40.8,True,False,150,7
10130,male,26,167,64,24,105,40.6,False,True,120,7
10131,female,33,169,70,13,89,39.8,True,False,52,5
10132,female,23,162,57,21,104,40.3,True,False,105,7
10133,female,54,153,52,9,92,39.9,True,False,45,5
10134,male,79,182,93,5,91,39.0,False,True,25,5
10135,female,29,164,63,19,100,40.5,True,False,95,7
10136,female,25,163,65,7,91,39.3,True,False,35,5
10137,male,35,179,76,5,79,39.0,False,True,20,0
10138,male,41,194,96,16,94,40.3,False,True,80,5
10139,female,35,168,58,20,97,40.3,True,False,100,5
10140,male,23,166,71,21,105,40.2,False,True,105,7
10141,female,35,175,72,24,113,40.7,True,False,144,7
10142,male,40,175,77,5,79,39.3,False,True,20,0
10143,female,58,168,71,10,90,40.0,True,False,50,5
10144,female,53,166,60,7,83,39.3,True,False,28,5
10145,female,20,178,74,28,107,40.6,True,False,140,7
10146,female,33,163,63,22,101,40.7,True,False,110,7
10147,female,36,155,56,18,104,40.6,True,False,90,7
10148,female,73,164,67,17,97,40.2,True,False,85,5
10149,male,53,186,91,12,88,40.0,False,True,48,5
10150,male,48,184,82,15,96,40.2,False,True,75,5
10151,female,24,169,63,2,81,37.8,True,False,8,5
10152,female,26,151,51,7,83,39.6,True,False,28,5
10153,female,40,158,52,24,108,40.4,True,False,120,7
10154,male,51,168,68,2,71,38.1,False,True,8,0
10155,female,75,168,67,18,102,40.5,True,False,90,7
10156,female,31,163,62,25,114,40.7,True,False,150,7
10157,female,42,173,72,28,111,41.0,True,False,168,7
10158,female,35,160,57,26,109,40.7,True,False,130,7
10159,male,34,181,80,16,82,40.0,False,True,64,5
10160,male,23,179,74,15,89,40.0,False,True,60,5
10161,male,55,167,75,12,90,40.1,False,True,60,5
10162,female,27,146,50,6,83,39.2,True,False,24,5
10163,female,27,169,65,18,92,40.5,True,False,90,5
10164,female,55,177,75,9,95,39.6,True,False,45,5
10165,female,28,154,54,14,93,40.2,True,False,70,5
10166,female,52,169,70,14,99,40.4,True,False,70,5
10167,female,29,166,59,7,86,39.2,True,False,28,5
10168,female,21,170,67,13,90,39.8,True,False,65,5
10169,male,51,185,94,24,96,40.7,False,True,120,5
10170,female,41,169,62,29,111,41.0,True,False,174,7
10171,male,21,193,94,10,90,39.9,False,True,50,5
10172,male,42,188,96,28,113,41.1,False,True,168,7
10173,female,55,177,77,9,90,39.7,True,False,45,5
10174,male,30,194,95,11,101,39.6,False,True,55,7
10175,male,54,192,93,18,98,40.2,False,True,90,5
10176,female,29,155,54,11,84,40.1,True,False,44,5
10177,female,54,163,58,16,98,40.5,True,False,80,5
10178,male,61,206,103,12,94,39.6,False,True,60,5
10179,female,40,156,55,26,105,40.6,True,False,130,7
10180,female,27,142,48,14,94,40.6,True,False,70,5
10181,male,45,198,102,10,86,39.3,False,True,40,5
10182,female,29,160,54,8,101,39.7,True,False,40,7
10183,male,43,177,77,7,80,39.4,False,True,28,5
10184,female,73,153,55,23,107,41.1,True,False,115,7
10185,male,49,181,84,28,104,40.8,False,True,140,7
10186,female,63,161,57,11,89,40.1,True,False,44,5
10187,female,31,161,60,2,82,38.3,True,False,8,5
10188,male,72,187,83,24,105,40.8,False,True,120,7
10189,male,34,192,93,21,91,40.6,False,True,105,5
10190,male,41,200,103,18,103,40.5,False,True,90,7
10191,male,39,188,88,16,97,40.6,False,True,80,5
10192,female,23,167,67,14,96,39.9,True,False,70,5
10193,male,57,183,89,14,95,40.2,False,True,70,5
10194,female,26,163,60,21,98,40.7,True,False,105,5
10195,male,40,204,105,28,111,41.0,False,True,168,7
10196,male,71,190,99,8,82,39.5,False,True,32,5
10197,male,34,203,101,12,102,39.8,False,True,60,7
10198,female,26,155,58,14,88,39.9,True,False,56,5
10199,male,46,169,66,10,97,39.7,False,True,50,5
10200,male,64,177,81,7,85,39.8,False,True,28,5
10201,female,36,175,70,18,98,40.2,True,False,90,5
10202,female,33,182,77,24,102,40.7,True,False,120,7
10203,female,57,180,73,6,87,39.4,True,False,24,5
10204,female,22,170,71,19,102,40.7,True,False,95,7
10205,female,58,163,60,29,103,41.1,True,False,145,7
10206,male,27,195,92,15,97,40.0,False,True,75,5
10207,male,61,171,78,17,102,40.4,False,True,85,7
10208,male,21,199,99,20,108,40.3,False,True,100,7
10209,male,37,169,69,9,94,39.5,False,True,45,5
10210,female,45,167,66,23,98,40.4,True,False,115,5
10211,female,47,172,75,10,82,39.8,True,False,40,5
10212,female,22,168,63,29,110,41.2,True,False,174,7
10213,female,34,169,67,8,76,39.5,True,False,32,0
10214,male,40,190,90,4,86,39.1,False,True,16,5
10215,female,40,167,63,19,97,40.5,True,False,95,5
10216,male,23,200,99,26,107,40.9,False,True,130,7
10217,female,34,178,79,19,96,40.6,True,False,95,5
10218,male,20,176,79,15,95,40.2,False,True,75,5
10219,male,59,182,81,5,79,39.0,False,True,20,0
10220,female,51,160,58,11,87,39.7,True,False,44,5
10221,male,49,178,85,15,91,40.1,False,True,75,5
10222,female,58,169,72,27,101,41.2,True,False,135,7
10223,male,35,181,76,9,85,39.4,False,True,36,5
10224,female,26,160,56,27,105,41.0,True,False,135,7
10225,female,26,160,61,22,110,40.7,True,False,132,7
10226,female,74,172,76,21,104,40.5,True,False,105,7
10227,female,58,165,67,6,91,39.6,True,False,30,5
10228,female,63,161,61,13,92,40.1,True,False,65,5
10229,female,26,161,60,9,82,39.8,True,False,36,5
10230,male,40,162,64,22,111,40.4,False,True,132,7
10231,female,78,167,69,5,93,39.2,True,False,25,5
10232,male,36,193,91,30,107,41.0,False,True,150,7
10233,female,54,159,63,8,84,39.7,True,False,32,5
10234,male,22,195,101,14,100,40.1,False,True,70,7
10235,female,36,140,47,3,86,38.8,True,False,12,5
10236,female,25,167,61,17,105,40.2,True,False,85,7
10237,female,71,159,64,11,85,39.7,True,False,44,5
10238,female,43,169,66,5,91,39.1,True,False,25,5
10239,male,21,178,74,16,90,40.3,False,True,80,5
10240,male,59,177,81,9,87,39.6,False,True,36,5
10241,male,67,201,96,18,105,40.5,False,True,90,7
10242,male,20,179,78,4,85,38.6,False,True,16,5
10243,male,27,184,79,5,89,38.9,False,True,20,5
10244,female,73,154,56,9,94,39.9,True,False,45,5
10245,female,49,166,68,5,90,38.9,True,False,25,5
10246,male,44,189,91,16,89,40.1,False,True,64,5
10247,female,31,177,73,9,90,39.4,True,False,45,5
10248,male,60,174,76,24,109,40.6,False,True,120,7
10249,female,38,163,59,6,76,39.5,True,False,24,0
10250,female,57,168,65,4,79,39.1,True,False,16,0
10251,female,35,147,47,15,90,40.3,True,False,75,5
10252,female,23,159,54,25,107,40.6,True,False,125,7
10253,female,43,158,61,22,99,40.6,True,False,110,5
10254,female,63,156,56,11,90,39.9,True,False,55,5
10255,female,20,171,71,25,108,40.8,True,False,125,7
10256,male,28,178,82,30,111,41.0,False,True,180,7
10257,male,54,181,89,16,95,40.1,False,True,80,5
10258,male,42,167,71,19,111,40.2,False,True,114,7
10259,female,24,162,57,22,104,40.7,True,False,110,7
10260,female,34,179,71,13,100,40.5,True,False,65,7
10261,female,32,168,62,28,106,40.8,True,False,140,7
10262,female,50,161,61,18,99,40.5,True,False,90,5
10263,male,21,178,78,28,105,40.9,False,True,140,7
10264,male,70,203,107,3,83,38.6,False,True,12,5
10265,female,21,162,56,18,107,40.2,True,False,90,7
10266,male,21,197,97,19,96,40.3,False,True,95,5
10267,female,22,165,63,21,98,40.7,True,False,105,5
10268,female,73,162,66,28,96,40.6,True,False,140,5
10269,female,30,157,48,4,79,38.7,True,False,16,0
10270,male,32,205,101,28,110,40.8,False,True,168,7
10271,female,67,150,51,26,108,40.6,True,False,130,7
10272,male,29,181,77,13,97,40.1,False,True,65,5
10273,male,72,178,80,28,113,41.1,False,True,168,7
10274,male,26,183,79,13,99,40.1,False,True,65,5
10275,female,23,181,78,13,93,40.3,True,False,65,5
10276,male,30,190,89,16,95,40.1,False,True,80,5
10277,male,43,181,83,25,102,40.4,False,True,125,7
10278,female,59,152,58,21,101,41.1,True,False,105,7
10279,female,59,178,74,7,89,39.8,True,False,28,5
10280,male,25,176,75,21,102,40.4,False,True,105,7
10281,female,42,164,58,14,98,40.3,True,False,70,5
10282,male,38,183,83,30,104,40.9,False,True,150,7
10283,male,53,181,84,16,90,40.1,False,True,80,5
10284,male,50,181,81,6,83,39.3,False,True,24,5
10285,male,51,198,92,19,102,40.5,False,True,95,7
10286,male,23,154,60,9,90,39.5,False,True,45,5
10287,female,21,154,52,6,81,39.2,True,False,24,5
10288,male,37,195,99,6,82,39.1,False,True,24,5
10289,male,25,178,77,16,99,40.0,False,True,80,5
10290,male,26,180,76,11,90,40.1,False,True,55,5
10291,female,45,160,60,16,99,40.4,True,False,80,5
10292,female,20,155,51,11,86,39.9,True,False,44,5
10293,female,26,164,62,29,99,41.1,True,False,145,5
10294,female,32,161,62,30,110,41.0,True,False,180,7
10295,male,62,195,97,19,92,40.2,False,True,95,5
10296,female,42,145,44,9,89,39.4,True,False,36,5
10297,female,45,154,52,26,107,40.6,True,False,130,7
10298,female,41,173,69,28,108,41.0,True,False,140,7
10299,female,77,177,79,4,83,39.0,True,False,16,5
10300,male,73,193,97,10,87,40.0,False,True,40,5
10301,male,47,200,103,3,72,39.1,False,True,12,0
10302,male,32,193,98,11,97,40.1,False,True,55,5
10303,male,45,180,80,7,77,39.6,False,True,28,0
10304,male,29,188,91,10,89,39.9,False,True,40,5
10305,male,65,158,63,19,97,40.3,False,True,95,5
10306,male,36,183,80,16,95,40.5,False,True,80,5
10307,male,36,210,117,4,76,39.0,False,True,16,0
10308,female,25,164,62,4,86,38.8,True,False,16,5
10309,female,42,157,59,24,97,40.6,True,False,120,5
10310,female,30,167,65,22,98,40.7,True,False,110,5
10311,male,21,181,77,2,84,38.4,False,True,8,5
10312,male,21,177,81,1,80,37.4,False,True,4,5
10313,female,58,162,67,26,107,41.0,True,False,130,7
10314,male,27,185,85,9,86,39.6,False,True,36,5
10315,female,53,155,55,24,103,40.6,True,False,120,7
10316,male,28,193,97,13,91,40.0,False,True,65,5
10317,female,69,144,47,19,96,40.5,True,False,95,5
10318,male,34,200,98,13,89,40.1,False,True,52,5
10319,female,52,152,58,10,92,39.5,True,False,50,5
10320,male,34,202,93,18,96,40.8,False,True,90,5
10321,male,38,170,77,19,112,40.3,False,True,114,7
10322,female,39,169,65,18,91,40.3,True,False,90,5
10323,male,34,179,73,5,85,39.2,False,True,20,5
10324,male,62,200,111,19,101,40.4,False,True,95,7
10325,male,26,182,86,16,91,40.5,False,True,80,5
10326,female,52,179,80,8,82,39.8,True,False,32,5
10327,male,70,190,97,4,88,39.2,False,True,16,5
10328,female,48,162,65,10,92,40.1,True,False,50,5
10329,male,70,182,91,26,108,40.7,False,True,130,7
10330,male,65,191,91,29,105,41.0,False,True,145,7
10331,female,44,172,67,17,86,40.5,True,False,68,5
10332,male,28,179,78,3,89,38.9,False,True,12,5
10333,female,26,169,67,21,97,40.4,True,False,105,5
10334,male,20,175,71,16,96,40.4,False,True,80,5
10335,female,26,156,56,20,98,40.1,True,False,100,5
10336,male,30,187,91,15,96,40.0,False,True,75,5
10337,female,49,156,55,11,96,39.8,True,False,55,5
10338,male,45,197,96,29,106,40.8,False,True,145,7
10339,female,32,163,65,6,80,39.5,True,False,24,5
10340,female,67,159,61,8,86,39.3,True,False,32,5
10341,male,49,202,106,1,77,38.3,False,True,4,0
10342,female,43,175,73,5,83,39.2,True,False,20,5
10343,male,27,175,73,29,109,41.0,False,True,145,7
10344,female,32,176,70,2,86,38.6,True,False,8,5
10345,male,62,183,94,5,84,39.2,False,True,20,5
10346,female,38,157,57,5,83,39.3,True,False,20,5
10347,female,33,158,58,12,95,40.3,True,False,60,5
10348,female,73,173,77,26,103,40.8,True,False,130,7
10349,female,24,145,49,12,88,40.2,True,False,48,5
10350,male,64,195,101,30,109,41.0,False,True,150,7
10351,male,33,214,112,30,107,41.0,False,True,150,7
10352,female,20,143,48,27,107,40.6,True,False,135,7
10353,female,22,167,59,16,99,40.2,True,False,80,5
10354,male,79,177,83,13,88,40.5,False,True,52,5
10355,male,20,189,88,18,103,40.4,False,True,90,7
10356,male,26,175,74,29,107,41.1,False,True,145,7
10357,male,28,172,78,27,103,40.8,False,True,135,7
10358,female,76,171,70,21,114,40.4,True,False,126,7
10359,female,30,168,65,29,114,40.9,True,False,174,7
10360,female,41,163,61,26,108,40.8,True,False,130,7
10361,male,77,187,89,15,89,40.0,False,True,60,5
10362,female,65,151,51,9,79,39.8,True,False,36,0
10363,female,30,159,60,15,99,40.5,True,False,75,5
10364,female,58,171,73,15,97,40.0,True,False,75,5
10365,female,36,162,61,29,112,40.5,True,False,174,7
10366,male,36,198,100,19,107,40.4,False,True,95,7
10367,female,26,149,50,17,95,40.2,True,False,85,5
10368,female,53,162,58,30,111,40.8,True,False,180,7
10369,female,29,164,62,27,107,40.9,True,False,135,7
10370,male,35,198,97,22,102,40.6,False,True,110,7
10371,male,30,186,83,6,74,39.5,False,True,24,0
10372,male,66,164,71,20,100,40.6,False,True,100,7
10373,male,36,192,98,24,105,40.8,False,True,120,7
10374,male,53,175,81,5,89,39.2,False,True,20,5
10375,female,41,162,60,11,82,39.8,True,False,44,5
10376,male,26,170,70,25,111,40.6,False,True,150,7
10377,female,44,171,70,17,105,40.4,True,False,85,7
10378,male,26,185,85,7,86,39.5,False,True,28,5
10379,male,69,170,76,9,88,39.6,False,True,36,5
10380,female,43,160,65,16,99,40.1,True,False,80,5
10381,female,78,167,72,23,105,40.5,True,False,115,7
10382,female,63,164,63,28,102,40.9,True,False,140,7
10383,female,23,153,51,26,109,40.6,True,False,130,7
10384,male,36,179,82,25,103,40.6,False,True,125,7
10385,female,66,145,51,22,105,40.7,True,False,110,7
10386,female,41,186,81,10,95,39.3,True,False,50,5
10387,male,78,194,95,10,87,39.7,False,True,40,5
10388,female,38,168,66,22,97,40.6,True,False,110,5
10389,female,20,175,74,24,108,40.8,True,False,120,7
10390,female,36,162,58,10,95,40.0,True,False,50,5
10391,female,58,161,62,19,104,40.5,True,False,95,7
10392,female,37,164,67,19,89,40.1,True,False,76,5
10393,male,28,192,94,18,94,40.1,False,True,90,5
10394,male,67,195,107,17,105,40.3,False,True,85,7
10395,female,47,176,77,15,87,39.8,True,False,60,5
10396,female,61,147,56,18,98,40.2,True,False,90,5
10397,male,34,189,93,26,98,40.8,False,True,130,5
10398,female,51,164,63,10,88,39.6,True,False,40,5
10399,male,21,172,75,22,102,40.5,False,True,110,7
10400,female,22,151,55,8,82,39.6,True,False,32,5
10401,female,35,164,65,24,106,40.8,True,False,120,7
10402,female,22,176,74,19,97,40.8,True,False,95,5
10403,female,54,171,70,26,111,41.0,True,False,156,7
10404,female,55,155,55,9,88,40.0,True,False,36,5
10405,male,73,185,88,8,90,39.5,False,True,40,5
10406,male,31,173,79,12,79,40.3,False,True,48,0
10407,female,73,181,76,19,106,40.4,True,False,95,7
10408,male,40,169,70,22,101,40.5,False,True,110,7
10409,male,75,185,88,20,96,40.3,False,True,100,5
10410,male,29,192,97,10,84,39.5,False,True,40,5
10411,male,49,189,88,21,92,40.4,False,True,105,5
10412,female,27,151,49,19,101,40.2,True,False,95,7
10413,female,30,157,52,23,96,40.5,True,False,115,5
10414,female,55,158,56,18,105,40.2,True,False,90,7
10415,male,23,198,94,29,106,40.8,False,True,145,7
10416,female,20,160,53,20,97,40.5,True,False,100,5
10417,male,20,164,69,6,82,39.1,False,True,24,5
10418,female,28,166,62,27,100,40.6,True,False,135,7
10419,female,37,167,64,9,91,39.9,True,False,45,5
10420,male,43,214,124,17,103,40.7,False,True,85,7
10421,female,24,167,63,24,97,40.6,True,False,120,5
10422,male,20,183,85,13,89,40.3,False,True,52,5
10423,female,39,180,77,19,105,40.3,True,False,95,7
10424,male,29,159,67,16,97,40.0,False,True,80,5
10425,female,67,186,84,3,83,38.3,True,False,12,5
10426,female,32,160,56,11,97,40.2,True,False,55,5
10427,male,33,181,82,4,89,38.6,False,True,16,5
10428,male,34,195,101,13,88,39.6,False,True,52,5
10429,female,40,165,61,16,100,39.7,True,False,80,7
10430,female,40,160,56,15,96,39.7,True,False,75,5
10431,male,21,183,83,28,105,40.8,False,True,140,7
10432,female,47,154,57,11,96,39.8,True,False,55,5
10433,female,52,152,51,15,97,40.1,True,False,75,5
10434,male,47,195,94,20,94,40.5,False,True,100,5
10435,female,29,164,64,16,96,40.2,True,False,80,5
10436,male,38,201,101,16,99,40.1,False,True,80,5
10437,male,56,178,80,25,109,40.6,False,True,125,7
10438,male,59,183,87,26,110,40.6,False,True,156,7
10439,female,34,160,60,4,78,39.0,True,False,16,0
10440,female,52,181,73,4,78,39.0,True,False,16,0
10441,female,20,158,57,21,110,40.2,True,False,126,7
10442,male,51,180,84,24,98,40.7,False,True,120,5
10443,male,28,161,66,17,92,40.4,False,True,85,5
10444,female,34,176,75,23,99,41.1,True,False,115,5
10445,female,26,172,69,17,89,40.6,True,False,68,5
10446,male,47,179,79,6,74,39.3,False,True,24,0
10447,male,54,186,84,28,110,40.9,False,True,168,7
10448,female,34,160,62,4,87,38.6,True,False,16,5
10449,male,55,192,91,16,98,40.3,False,True,80,5
10450,female,40,159,60,9,86,39.6,True,False,36,5
10451,male,68,189,92,20,101,40.5,False,True,100,7
10452,male,35,174,73,30,114,40.9,False,True,180,7
10453,male,68,187,90,11,100,39.6,False,True,55,7
10454,female,21,157,54,19,101,40.5,True,False,95,7
10455,female,27,160,58,8,86,39.5,True,False,32,5
10456,male,47,182,82,19,104,40.3,False,True,95,7
10457,female,24,152,49,27,101,40.9,True,False,135,7
10458,male,73,174,75,23,97,40.7,False,True,115,5
10459,male,35,201,104,22,107,40.6,False,True,110,7
10460,male,46,188,83,25,101,40.7,False,True,125,7
10461,female,32,185,85,8,87,39.8,True,False,32,5
10462,male,34,167,74,20,93,40.4,False,True,100,5
10463,female,60,183,82,10,92,39.2,True,False,50,5
10464,female,33,169,72,6,80,38.8,True,False,24,5
10465,male,30,187,92,14,95,40.3,False,True,70,5
10466,male,25,194,89,2,84,38.1,False,True,8,5
10467,male,23,172,74,22,102,40.1,False,True,110,7
10468,female,66,174,66,7,83,39.5,True,False,28,5
10469,male,58,194,95,23,106,40.5,False,True,115,7
10470,male,23,175,78,19,104,40.6,False,True,95,7
10471,male,63,180,85,10,93,39.8,False,True,50,5
10472,male,76,192,100,20,96,40.3,False,True,100,5
10473,female,38,182,71,3,78,38.8,True,False,12,0
10474,female,24,159,57,17,101,40.6,True,False,85,7
10475,male,34,190,93,9,85,39.6,False,True,36,5
10476,male,63,154,62,28,101,40.9,False,True,140,7
10477,female,65,166,68,18,101,40.4,True,False,90,7
10478,male,67,172,75,7,83,39.4,False,True,28,5
10479,male,37,190,93,15,91,40.0,False,True,75,5
10480,male,25,191,84,28,107,40.8,False,True,140,7
10481,male,59,178,82,18,99,40.6,False,True,90,5
10482,male,28,199,94,11,94,39.9,False,True,55,5
10483,male,70,189,89,6,91,39.2,False,True,30,5
10484,male,30,184,90,22,105,40.4,False,True,110,7
10485,female,58,179,76,27,108,40.6,True,False,135,7
10486,female,20,175,71,16,98,40.2,True,False,80,5
10487,male,24,166,63,13,99,39.9,False,True,65,5
10488,male,54,186,82,2,83,38.3,False,True,8,5
10489,male,30,183,81,10,88,40.1,False,True,40,5
10490,male,58,179,78,21,99,40.7,False,True,105,5
10491,male,66,181,90,20,101,40.6,False,True,100,7
10492,male,64,177,81,15,93,40.0,False,True,75,5
10493,male,58,185,83,2,84,38.5,False,True,8,5
10494,female,58,175,71,11,100,39.8,True,False,55,7
10495,female,77,183,76,2,81,38.3,True,False,8,5
10496,male,27,181,81,14,86,40.5,False,True,56,5
10497,male,59,205,103,28,105,40.6,False,True,140,7
10498,male,51,199,104,25,104,40.3,False,True,125,7
10499,male,71,177,75,23,110,40.4,False,True,138,7
10500,male,52,171,81,17,102,40.6,False,True,85,7
10501,female,49,173,70,3,80,38.2,True,False,12,5
10502,male,66,178,85,26,112,40.7,False,True,156,7
10503,male,51,183,81,10,86,39.9,False,True,40,5
10504,female,30,170,67,14,94,40.2,True,False,70,5
10505,female,59,149,50,1,70,37.5,True,False,4,0
10506,male,51,195,99,29,102,40.6,False,True,145,7
10507,female,45,169,63,16,94,40.4,True,False,80,5
10508,male,68,169,69,11,94,39.8,False,True,55,5
10509,male,25,188,90,25,107,40.8,False,True,125,7
10510,female,38,169,66,20,104,40.2,True,False,100,7
10511,female,54,153,53,25,106,40.8,True,False,125,7
10512,male,40,184,79,21,103,40.8,False,True,105,7
10513,female,35,165,61,7,92,39.6,True,False,35,5
10514,female,39,161,63,16,94,40.1,True,False,80,5
10515,female,37,176,68,5,87,38.9,True,False,20,5
